premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2,output_text,output_label,preds,choice,is_correct
Water splashed up from the pool.,The swimmer dove into the pool.,The swimmer floated in the pool.,cause,easy,1,0,test,question: water splashed up from the pool. what is the most plausible cause? options: a) the swimmer dove into the pool b) the swimmer floated in the pool,the swimmer dove into the pool,copa,the swimmer dove into the pool,the swimmer floated in the pool,a) the swimmer dove into the pool,a,b) the swimmer floated in the pool,b,0
I bit into a slice of watermelon.,I accidentally swallowed a seed.,I accidentally chipped my tooth.,effect,hard,1,0,test,question: i bit into a slice of watermelon. what is the most plausible effect? options: a) i accidentally swallowed a seed b) i accidentally chipped my tooth,i accidentally swallowed a seed,copa,i accidentally swallowed a seed,i accidentally chipped my tooth,a) i accidentally swallowed a seed,a,a) i accidentally swallowed a seed,a,1
The boy tripped.,His jacket was unzipped.,His shoelaces were untied.,cause,hard,2,1,test,question: the boy tripped. what is the most plausible cause? options: a) his jacket was unzipped b) his shoelaces were untied,his shoelaces were untied,copa,his jacket was unzipped,his shoelaces were untied,b) his shoelaces were untied,b,b) his shoelaces were untied,b,1
The woman put earplugs in.,She was distracted by noise.,She got her ears pierced.,cause,hard,1,0,test,question: the woman put earplugs in. what is the most plausible cause? options: a) she was distracted by noise b) she got her ears pierced,she was distracted by noise,copa,she was distracted by noise,she got her ears pierced,a) she was distracted by noise,a,a) she was distracted by noise,a,1
I refilled my water bottle.,I drank all the water in it.,I kept it in the fridge.,cause,hard,1,0,test,question: i refilled my water bottle. what is the most plausible cause? options: a) i drank all the water in it b) i kept it in the fridge,i drank all the water in it,copa,i drank all the water in it,i kept it in the fridge,a) i drank all the water in it,a,b) i kept it in the fridge,b,0
The television show was censored.,It contained vulgar language.,It had a complicated plot.,cause,hard,1,0,test,question: the television show was censored. what is the most plausible cause? options: a) it contained vulgar language b) it had a complicated plot,it contained vulgar language,copa,it contained vulgar language,it had a complicated plot,a) it contained vulgar language,a,a) it contained vulgar language,a,1
The ship wrecked.,The crew drowned.,The crew encountered pirates.,effect,hard,1,0,test,question: the ship wrecked. what is the most plausible effect? options: a) the crew drowned b) the crew encountered pirates,the crew drowned,copa,the crew drowned,the crew encountered pirates,a) the crew drowned,a,a) the crew drowned,a,1
The boy felt stumped by the riddle.,He solved the riddle.,He requested a hint.,effect,hard,2,1,test,question: the boy felt stumped by the riddle. what is the most plausible effect? options: a) he solved the riddle b) he requested a hint,he requested a hint,copa,he solved the riddle,he requested a hint,b) he requested a hint,b,b) he requested a hint,b,1
The phone rang.,The man hung up the phone.,The man picked up the phone.,effect,easy,2,1,test,question: the phone rang. what is the most plausible effect? options: a) the man hung up the phone b) the man picked up the phone,the man picked up the phone,copa,the man hung up the phone,the man picked up the phone,b) the man picked up the phone,b,b) the man picked up the phone,b,1
The woman was staring at me.,I hugged her.,I felt uncomfortable.,effect,easy,2,1,test,question: the woman was staring at me. what is the most plausible effect? options: a) i hugged her b) i felt uncomfortable,i felt uncomfortable,copa,i hugged her,i felt uncomfortable,b) i felt uncomfortable,b,b) i felt uncomfortable,b,1
The group left the museum.,They took pictures of the exhibits.,They viewed all the exhibits.,cause,easy,2,1,test,question: the group left the museum. what is the most plausible cause? options: a) they took pictures of the exhibits b) they viewed all the exhibits,they viewed all the exhibits,copa,they took pictures of the exhibits,they viewed all the exhibits,b) they viewed all the exhibits,b,a) they took pictures of the exhibits,a,0
The man started an argument with me.,My friend introduced me to the man.,My friend stood up for me.,effect,hard,2,1,test,question: the man started an argument with me. what is the most plausible effect? options: a) my friend introduced me to the man b) my friend stood up for me,my friend stood up for me,copa,my friend introduced me to the man,my friend stood up for me,b) my friend stood up for me,b,a) my friend introduced me to the man,a,0
The tire on my bike was flat.,I pumped air into the tire.,I switched gears on the bike.,effect,hard,1,0,test,question: the tire on my bike was flat. what is the most plausible effect? options: a) i pumped air into the tire b) i switched gears on the bike,i pumped air into the tire,copa,i pumped air into the tire,i switched gears on the bike,a) i pumped air into the tire,a,a) i pumped air into the tire,a,1
The girl looked pale.,Her father read her a story.,Her father felt her forehead.,effect,easy,2,1,test,question: the girl looked pale. what is the most plausible effect? options: a) her father read her a story b) her father felt her forehead,her father felt her forehead,copa,her father read her a story,her father felt her forehead,b) her father felt her forehead,b,b) her father felt her forehead,b,1
The pen ran out of ink.,I used a pencil.,I signed my name.,effect,hard,1,0,test,question: the pen ran out of ink. what is the most plausible effect? options: a) i used a pencil b) i signed my name,i used a pencil,copa,i used a pencil,i signed my name,a) i used a pencil,a,a) i used a pencil,a,1
The man was denied for a loan.,He was in debt.,He started a business.,cause,easy,1,0,test,question: the man was denied for a loan. what is the most plausible cause? options: a) he was in debt b) he started a business,he was in debt,copa,he was in debt,he started a business,a) he was in debt,a,a) he was in debt,a,1
The girl stayed home from school.,She had chicken pox.,She enjoyed learning math.,cause,easy,1,0,test,question: the girl stayed home from school. what is the most plausible cause? options: a) she had chicken pox b) she enjoyed learning math,she had chicken pox,copa,she had chicken pox,she enjoyed learning math,a) she had chicken pox,a,a) she had chicken pox,a,1
The trash bag was full.,I took it to the dumpster.,I dumped it down the sink.,effect,easy,1,0,test,question: the trash bag was full. what is the most plausible effect? options: a) i took it to the dumpster b) i dumped it down the sink,i took it to the dumpster,copa,i took it to the dumpster,i dumped it down the sink,a) i took it to the dumpster,a,b) i dumped it down the sink,b,0
I vacuumed the carpet.,My roommate spilled punch.,My dog shed hair.,cause,hard,2,1,test,question: i vacuumed the carpet. what is the most plausible cause? options: a) my roommate spilled punch b) my dog shed hair,my dog shed hair,copa,my roommate spilled punch,my dog shed hair,b) my dog shed hair,b,b) my dog shed hair,b,1
The man lost his temper.,He turned off his computer.,He threw a chair across the room.,effect,easy,2,1,test,question: the man lost his temper. what is the most plausible effect? options: a) he turned off his computer b) he threw a chair across the room,he threw a chair across the room,copa,he turned off his computer,he threw a chair across the room,b) he threw a chair across the room,b,b) he threw a chair across the room,b,1
